id,name,shortname,unit_id,unit
171150,Top net radiation anomaly,tnra,7,
171151,Mean sea level pressure anomaly,msla,16,
171152,Logarithm of surface pressure anomaly,lspa,7,
171153,Short-wave heating rate anomaly,swhra,2,
171154,Long-wave heating rate anomaly,lwhra,2,
171155,Relative divergence anomaly,da,8,
171156,Height anomaly,gha,4,
171157,Relative humidity anomaly,ra,29,
171158,Tendency of surface pressure anomaly,tspa,26,
171159,Boundary layer height anomaly,blha,4,
171160,Standard deviation of orography anomaly,sdora,4,
171161,Anisotropy of sub-gridscale orography anomaly,isora,7,
171162,Angle of sub-gridscale orography anomaly,anora,30,
171163,Slope of sub-gridscale orography anomaly,slora,7,
171164,Total cloud cover anomaly,tcca,3,
171165,10 metre U wind component anomaly,10ua,5,
171166,10 metre V wind component anomaly,10va,5,
171167,2 metre temperature anomaly,2ta,2,
171168,2 metre dewpoint temperature anomaly,2da,2,
171169,Surface solar radiation downwards anomaly,ssrda,6,
171170,Soil temperature anomaly level 2,stal2,2,
171171,Soil wetness anomaly level 2,swal2,22,
171173,Surface roughness anomaly,sra,4,
171174,Albedo anomaly,ala,3,
171175,Surface thermal radiation downwards anomaly,strda,6,
171176,Surface net solar radiation anomaly,ssra,6,
171177,Surface net thermal radiation anomaly,stra,6,
171178,Top net solar radiation anomaly,tsra,6,
171179,Top net thermal radiation anomaly,ttra,6,
171180,East-West surface stress anomaly,eqssa,14,
171181,North-South surface stress anomaly,nsssa,14,
171182,Evaporation anomaly,ea,22,
171183,Soil temperature anomaly level 3,stal3,2,
171184,Soil wetness anomaly level 3,swal3,22,
171185,Convective cloud cover anomaly,ccca,3,
171186,Low cloud cover anomaly,lcca,3,
171187,Medium cloud cover anomaly,mcca,3,
171188,High cloud cover anomaly,hcca,3,
171189,Sunshine duration anomaly,sunda,12,
171190,East-West component of sub-gridscale orographic variance anomaly,ewova,31,
171191,North-South component of sub-gridscale orographic variance anomaly,nsova,31,
171192,North-West/South-East component of sub-gridscale orographic variance anomaly,nwova,31,
171193,North-East/South-West component of sub-gridscale orographic variance anomaly,neova,31,
171194,Brightness temperature anomaly,btmpa,2,
171195,Longitudinal component of gravity wave stress anomaly,lgwsa,14,
171196,Meridional component of gravity wave stress anomaly,mgwsa,14,
171197,Gravity wave dissipation anomaly,gwda,6,
171198,Skin reservoir content anomaly,srca,22,
171199,Vegetation fraction anomaly,vfa,3,
171200,Variance of sub-gridscale orography anomaly,vsoa,31,
171201,Maximum temperature at 2 metres anomaly,mx2ta,2,
171202,Minimum temperature at 2 metres anomaly,mn2ta,2,
171203,Ozone mass mixing ratio anomaly,o3a,21,
171204,Precipitation analysis weights anomaly,pawa,7,
171205,Runoff anomaly,roa,4,
171206,Total column ozone anomaly,tco3a,22,
171207,10 metre wind speed anomaly,10sia,5,
171208,Top net solar radiation clear sky anomaly,tsrca,6,
171209,Top net thermal radiation clear sky anomaly,ttrca,6,
171210,Surface net solar radiation clear sky anomaly,ssrca,6,
171211,"Surface net thermal radiation, clear sky anomaly",strca,6,
171212,Solar insolation anomaly,sia,6,
171214,Diabatic heating by radiation anomaly,dhra,2,
171215,Diabatic heating by vertical diffusion anomaly,dhvda,2,
171216,Diabatic heating by cumulus convection anomaly,dhcca,2,
171217,Diabatic heating by large-scale condensation anomaly,dhlca,2,
171218,Vertical diffusion of zonal wind anomaly,vdzwa,5,
171219,Vertical diffusion of meridional wind anomaly,vdmwa,5,
171220,East-West gravity wave drag tendency anomaly,ewgda,5,
171221,North-South gravity wave drag tendency anomaly,nsgda,5,
171222,Convective tendency of zonal wind anomaly,ctzwa,5,
171223,Convective tendency of meridional wind anomaly,ctmwa,5,
171224,Vertical diffusion of humidity anomaly,vdha,21,
171225,Humidity tendency by cumulus convection anomaly,htcca,21,
171226,Humidity tendency by large-scale condensation anomaly,htlca,21,
171227,Change from removal of negative humidity anomaly,crnha,21,
171228,Total precipitation anomaly,tpa,4,
171229,Instantaneous X surface stress anomaly,iewsa,32,
171230,Instantaneous Y surface stress anomaly,inssa,32,
171231,Instantaneous surface heat flux anomaly,ishfa,6,
171232,Instantaneous moisture flux anomaly,iea,36,
171233,Apparent surface humidity anomaly,asqa,21,
171234,Logarithm of surface roughness length for heat anomaly,lsrha,7,
171235,Skin temperature anomaly,skta,2,
171236,Soil temperature level 4 anomaly,stal4,2,
171237,Soil wetness level 4 anomaly,swal4,4,
171238,Temperature of snow layer anomaly,tsna,2,
171239,Convective snowfall anomaly,csfa,27,
171240,Large scale snowfall anomaly,lsfa,27,
171241,Accumulated cloud fraction tendency anomaly,acfa,34,
171242,Accumulated liquid water tendency anomaly,alwa,34,
171243,Forecast albedo anomaly,fala,3,
171244,Forecast surface roughness anomaly,fsra,4,
171245,Forecast logarithm of surface roughness for heat anomaly,flsra,7,
171246,Cloud liquid water content anomaly,clwca,21,
171247,Cloud ice water content anomaly,ciwca,21,
171248,Cloud cover anomaly,cca,3,
171249,Accumulated ice water tendency anomaly,aiwa,34,
171250,Ice age anomaly,iaa,3,
171251,Adiabatic tendency of temperature anomaly,attea,2,
171252,Adiabatic tendency of humidity anomaly,athea,21,
171253,Adiabatic tendency of zonal wind anomaly,atzea,5,
171254,Adiabatic tendency of meridional wind anomaly,atmwa,5,
171255,Indicates a missing value,~,7,
172008,Time-mean surface runoff rate,msror,5,
172009,Time-mean sub-surface runoff rate,mssror,5,
172044,Time-mean snow evaporation rate,esrate,78,
172045,Time-mean snowmelt rate,~,78,
172050,Mean large-scale precipitation fraction,mlspfr,7,
172142,Time-mean large-scale precipitation rate,mlsprt,5,
172143,Time-mean convective precipitation rate,cprate,5,
172144,Time-mean total snowfall rate,mtsfr,78,
172145,Boundary layer dissipation,bldrate,76,
172146,Time-mean surface sensible heat flux,msshfl,76,
172147,Time-mean surface latent heat flux,mslhfl,76,
172153,Time-mean short-wave (solar) heating rate,mswhr,37,
172154,Time-mean long-wave (thermal) heating rate,mlwhr,37,
172169,Time-mean surface downward short-wave (solar) radiation flux,msdsrf,76,
172175,Time-mean surface downward long-wave (thermal) radiation flux,msdtrf,76,
172176,Time-mean surface net short-wave (solar) radiation flux,msnsrf,76,
172177,Time-mean surface net long-wave (thermal) radiation flux,msntrf,76,
172178,Time-mean top net short-wave (solar) radiation flux,mtnsrf,76,
172179,Time-mean top net long-wave (thermal) radiation flux,mtntrf,76,
172180,Time-mean eastward turbulent surface stress,ewssra,32,
172181,Time-mean northward turbulent surface stress,nsssra,32,
172182,Time-mean evaporation rate,erate,78,
172189,Mean sunshine duration rate,msdr,204,
172195,Longitudinal component of gravity wave stress,~,32,
172196,Meridional component of gravity wave stress,~,32,
172197,Gravity wave dissipation,gwdrate,76,
172205,Time-mean runoff rate,mrort,5,
172208,"Time-mean top net short-wave (solar) radiation flux, clear sky",~,76,
172209,"Time-mean top net long-wave (thermal) radiation flux, clear sky",~,76,
172210,"Time-mean surface net short-wave (solar) radiation flux, clear sky",~,76,
172211,"Time-mean surface net long-wave (thermal) radiation flux, clear sky",~,76,
172212,Time-mean short-wave (solar) insolation rate,soira,76,
172228,Time-mean total precipitation rate,tprate,5,
172239,Time-mean convective snowfall rate,~,78,
172240,Time-mean large-scale snowfall rate,~,78,
172255,Indicates a missing value,~,7,
173008,Mean surface runoff rate anomaly,msrora,78,
173009,Mean sub-surface runoff rate anomaly,mssrora,78,
173044,Time-mean snow evaporation anomalous rate of accumulation,~,78,
173045,Time-mean snowmelt anomalous rate of accumulation,~,78,
173048,Magnitude of turbulent surface stress anomaly,~,32,
173050,Large-scale precipitation fraction anomaly,~,7,
173142,Stratiform precipitation (Large-scale precipitation) anomalous rate of accumulation,lspara,5,
173143,Mean convective precipitation rate anomaly,mcpra,5,
173144,Snowfall (convective + stratiform) anomalous rate of accumulation,sfara,78,
173145,Boundary layer dissipation anomaly,~,6,
173146,Surface sensible heat flux anomalous rate of accumulation,sshfara,6,
173147,Surface latent heat flux anomalous rate of accumulation,slhfara,6,
173149,Surface net radiation anomaly,~,6,
173153,Short-wave heating rate anomaly,~,37,
173154,Long-wave heating rate anomaly,~,37,
173169,Surface solar radiation downwards anomalous rate of accumulation,ssrdara,6,
173175,Surface thermal radiation downwards anomalous rate of accumulation,strdara,6,
173176,Surface solar radiation anomalous rate of accumulation,ssrara,6,
173177,Surface thermal radiation anomalous rate of accumulation,strara,6,
173178,Top solar radiation anomalous rate of accumulation,tsrara,6,
173179,Top thermal radiation anomalous rate of accumulation,ttrara,6,
173180,East-West surface stress anomalous rate of accumulation,ewssara,32,
173181,North-South surface stress anomalous rate of accumulation,nsssara,32,
173182,Time-mean evaporation anomalous rate of accumulation,evara,78,
173189,Sunshine duration anomalous rate of accumulation,sundara,23,
173195,Longitudinal component of gravity wave stress anomaly,~,32,
173196,Meridional component of gravity wave stress anomaly,~,32,
173197,Gravity wave dissipation anomaly,~,6,
173205,Runoff anomalous rate of accumulation,roara,5,
173208,"Top net solar radiation, clear sky anomaly",~,6,
173209,"Top net thermal radiation, clear sky anomaly",~,6,
173210,"Surface net solar radiation, clear sky anomaly",~,6,
173211,"Surface net thermal radiation, clear sky anomaly",~,6,
173212,Solar insolation anomalous rate of accumulation,soiara,79,
173228,Total precipitation anomalous rate of accumulation,tpara,5,
173239,Convective snowfall anomaly,~,78,
173240,Large scale snowfall anomaly,~,78,
173255,Indicates a missing value,~,7,
174006,Total soil moisture,~,4,
174008,Surface runoff,sro,22,
174010,Clear-sky (II) down surface sw flux,sswcsdown,76,
174013,Clear-sky (II) up surface sw flux,sswcsup,76,
174025,Visibility at 1.5m,vis15,4,
174031,Fraction of sea-ice in sea,~,3,
174034,Open-sea surface temperature,~,2,
174039,Volumetric soil water layer 1,~,10,
174040,Volumetric soil water layer 2,~,10,
174041,Volumetric soil water layer 3,~,10,
174042,Volumetric soil water layer 4,~,10,
174049,10 metre wind gust in the last 24 hours,~,5,
174050,Minimum temperature at 1.5m since previous post-processing,mn15t,2,
174051,Maximum temperature at 1.5m since previous post-processing,mx15t,2,
174052,Relative humidity at 1.5m,rhum,21,
174055,1.5m temperature - mean in the last 24 hours,~,2,
174083,Net primary productivity,~,80,
174085,10m U wind over land,~,5,
174086,10m V wind over land,~,5,
174087,1.5m temperature over land,~,2,
174088,1.5m dewpoint temperature over land,~,2,
174089,Top incoming solar radiation,~,6,
174090,Top outgoing solar radiation,~,6,
174092,Sea ice albedo,sialb,3,
174093,Sea ice surface temperature,sitemptop,43,
174094,Mean sea surface temperature,~,2,
174095,1.5m specific humidity,~,21,
174096,2 metre specific humidity,2sh,21,
174097,Sea ice snow thickness,sisnthick,4,
174098,Sea-ice thickness,sithick,4,
174099,Liquid water potential temperature,~,2,
174110,Ocean ice concentration,~,3,
174111,Ocean mean ice depth,~,4,
174112,Sea ice velocity along x,siue,5,
174113,Sea ice velocity along y,sivn,5,
174116,Short wave radiation flux at surface,swrsurf,6,
174117,Short wave radiation flux at top of atmosphere,swrtop,6,
174137,Total column water vapour,tcwvap,22,
174139,Soil temperature layer 1,~,2,
174142,Large scale rainfall rate,lsrrate,33,
174143,Convective rainfall rate,crfrate,33,
174164,Average potential temperature in upper 293.4m,~,52,
174167,1.5m temperature,~,2,
174168,1.5m dewpoint temperature,~,2,
174170,Soil temperature layer 2,~,2,
174175,Average salinity in upper 293.4m,~,44,
174183,Soil temperature layer 3,~,2,
174186,Very low cloud amount,vlca,3,
174201,1.5m temperature - maximum in the last 24 hours,~,2,
174202,1.5m temperature - minimum in the last 24 hours,~,2,
174236,Soil temperature layer 4,~,2,
174239,Convective snowfall rate,csfrate,33,
174240,Large scale snowfall rate,lsfrate,33,
174248,Total cloud amount - random overlap,tccro,3,
174249,Total cloud amount in lw radiation,tcclwr,3,
174255,Indicates a missing value,~,7,
175006,Total soil moisture,~,4,
175031,Fraction of sea-ice in sea,~,3,
175034,Open-sea surface temperature,~,2,
175039,Volumetric soil water layer 1,~,10,
175040,Volumetric soil water layer 2,~,10,
175041,Volumetric soil water layer 3,~,10,
175042,Volumetric soil water layer 4,~,10,
175049,10m wind gust in the last 24 hours,~,5,
175055,1.5m temperature - mean in the last 24 hours,~,2,
175083,Net primary productivity,~,80,
175085,10m U wind over land,~,5,
175086,10m V wind over land,~,5,
175087,1.5m temperature over land,~,2,
175088,1.5m dewpoint temperature over land,~,2,
175089,Top incoming solar radiation,~,6,
175090,Top outgoing solar radiation,~,6,
175110,Ocean ice concentration,~,3,
175111,Ocean mean ice depth,~,4,
175139,Soil temperature layer 1,~,2,
175164,Average potential temperature in upper 293.4m,~,52,
175167,1.5m temperature,~,2,
175168,1.5m dewpoint temperature,~,2,
175170,Soil temperature layer 2,~,2,
175175,Average salinity in upper 293.4m,~,44,
175183,Soil temperature layer 3,~,2,
175201,1.5m temperature - maximum in the last 24 hours,~,2,
175202,1.5m temperature - minimum in the last 24 hours,~,2,
175236,Soil temperature layer 4,~,2,
175255,Indicates a missing value,~,7,
180149,Total soil wetness,tsw,4,
180176,Surface net solar radiation,ssr,6,
180177,Surface net thermal radiation,str,6,
180178,Top net solar radiation,tsr,6,
180179,Top net thermal radiation,ttr,6,
190141,Snow depth,sdsien,22,
190170,Field capacity,cap,3,
190171,Wilting point,wiltsien,3,
190173,Roughness length,sr,3,
190229,Total soil moisture,tsm,10,
200001,Stream function difference,strfdiff,1,
200002,Velocity potential difference,vpotdiff,1,
200003,Potential temperature difference,ptdiff,2,
200004,Equivalent potential temperature difference,eqptdiff,2,
200005,Saturated equivalent potential temperature difference,septdiff,2,
200011,U component of divergent wind difference,udvwdiff,5,
200012,V component of divergent wind difference,vdvwdiff,5,
200013,U component of rotational wind difference,urtwdiff,5,
200014,V component of rotational wind difference,vrtwdiff,5,
200021,Unbalanced component of temperature difference,uctpdiff,2,
200022,Unbalanced component of logarithm of surface pressure difference,uclndiff,7,
200023,Unbalanced component of divergence difference,ucdvdiff,8,
200024,Reserved for future unbalanced components,~,7,
200025,Reserved for future unbalanced components,~,7,
200026,Lake cover difference,cldiff,3,
200027,Low vegetation cover difference,cvldiff,3,
200028,High vegetation cover difference,cvhdiff,3,
200029,Type of low vegetation difference,tvldiff,7,
200030,Type of high vegetation difference,tvhdiff,7,
200031,Sea-ice cover difference,sicdiff,3,
200032,Snow albedo difference,asndiff,3,
200033,Snow density difference,rsndiff,9,
200034,Sea surface temperature difference,sstdiff,2,
200035,Ice surface temperature layer 1 difference,istl1diff,2,
200036,Ice surface temperature layer 2 difference,istl2diff,2,
200037,Ice surface temperature layer 3 difference,istl3diff,2,
200038,Ice surface temperature layer 4 difference,istl4diff,2,
200039,Volumetric soil water layer 1 difference,swvl1diff,10,
200040,Volumetric soil water layer 2 difference,swvl2diff,10,
200041,Volumetric soil water layer 3 difference,swvl3diff,10,
200042,Volumetric soil water layer 4 difference,swvl4diff,10,
200043,Soil type difference,sltdiff,7,
200044,Snow evaporation difference,esdiff,22,
200045,Snowmelt difference,smltdiff,22,
200046,Solar duration difference,sdurdiff,12,
200047,Direct solar radiation difference,dsrpdiff,6,
200048,Magnitude of turbulent surface stress difference,magssdiff,14,
200049,10 metre wind gust difference,10fgdiff,5,
200050,Large-scale precipitation fraction difference,lspfdiff,12,
200051,Maximum 2 metre temperature difference,mx2t24diff,2,
200052,Minimum 2 metre temperature difference,mn2t24diff,2,
200053,Montgomery potential difference,montdiff,15,
200054,Pressure difference,presdiff,16,
200055,Mean 2 metre temperature in the last 24 hours difference,mean2t24diff,2,
200056,Mean 2 metre dewpoint temperature in the last 24 hours difference,mn2d24diff,2,
200057,Downward UV radiation at the surface difference,uvbdiff,6,
200058,Photosynthetically active radiation at the surface difference,pardiff,6,
200059,Convective available potential energy difference,capediff,17,
200060,Potential vorticity difference,pvdiff,18,
200061,Total precipitation from observations difference,tpodiff,35,
200062,Observation count difference,obctdiff,7,
200063,Start time for skin temperature difference,~,12,
200064,Finish time for skin temperature difference,~,12,
200065,Skin temperature difference,~,2,
200066,"Leaf area index, low vegetation",~,19,
200067,"Leaf area index, high vegetation",~,19,
200070,"Biome cover, low vegetation",~,3,
200071,"Biome cover, high vegetation",~,3,
200078,Total column liquid water,~,22,
200079,Total column ice water,~,22,
200080,Experimental product,~,7,
200081,Experimental product,~,7,
200082,Experimental product,~,7,
200083,Experimental product,~,7,
200084,Experimental product,~,7,
200085,Experimental product,~,7,
200086,Experimental product,~,7,
200087,Experimental product,~,7,
200088,Experimental product,~,7,
200089,Experimental product,~,7,
200090,Experimental product,~,7,
200091,Experimental product,~,7,
200092,Experimental product,~,7,
200093,Experimental product,~,7,
200094,Experimental product,~,7,
200095,Experimental product,~,7,
200096,Experimental product,~,7,
200097,Experimental product,~,7,
200098,Experimental product,~,7,
200099,Experimental product,~,7,
200100,Experimental product,~,7,
200101,Experimental product,~,7,
200102,Experimental product,~,7,
200103,Experimental product,~,7,
200104,Experimental product,~,7,
200105,Experimental product,~,7,
200106,Experimental product,~,7,
200107,Experimental product,~,7,
200108,Experimental product,~,7,
200109,Experimental product,~,7,
200110,Experimental product,~,7,
200111,Experimental product,~,7,
200112,Experimental product,~,7,
200113,Experimental product,~,7,
200114,Experimental product,~,7,
200115,Experimental product,~,7,
200116,Experimental product,~,7,
200117,Experimental product,~,7,
200118,Experimental product,~,7,
200119,Experimental product,~,7,
200120,Experimental product,~,7,
200121,Maximum temperature at 2 metres difference,mx2t6diff,2,
200122,Minimum temperature at 2 metres difference,mn2t6diff,2,
200123,10 metre wind gust in the last 6 hours difference,10fg6diff,5,
200125,Vertically integrated total energy,~,6,
200126,Generic parameter for sensitive area prediction,~,25,
200127,Atmospheric tide difference,atdiff,7,
200128,Budget values difference,bvdiff,7,
200129,Geopotential difference,zdiff,15,
200130,Temperature difference,tdiff,2,
200131,U component of wind difference,udiff,5,
200132,V component of wind difference,vdiff,5,
200133,Specific humidity difference,qdiff,21,
200134,Surface pressure difference,spdiff,16,
200135,Vertical velocity (pressure) difference,wdiff,26,
200136,Total column water difference,tcwdiff,22,
200137,Total column water vapour difference,tcwvdiff,22,
200138,Vorticity (relative) difference,vodiff,8,
200139,Soil temperature level 1 difference,stl1diff,2,
200140,Soil wetness level 1 difference,swl1diff,22,
200141,Snow depth difference,sddiff,27,
200142,Stratiform precipitation (Large-scale precipitation) difference,lspdiff,4,
200143,Convective precipitation difference,cpdiff,4,
200144,Snowfall (convective + stratiform) difference,sfdiff,27,
200145,Boundary layer dissipation difference,blddiff,6,
200146,Surface sensible heat flux difference,sshfdiff,6,
200147,Surface latent heat flux difference,slhfdiff,6,
200148,Charnock difference,chnkdiff,7,
200149,Surface net radiation difference,snrdiff,6,
200150,Top net radiation difference,tnrdiff,7,
200151,Mean sea level pressure difference,msldiff,16,
200152,Logarithm of surface pressure difference,lnspdiff,22,
200153,Short-wave heating rate difference,swhrdiff,2,
200154,Long-wave heating rate difference,lwhrdiff,2,
200155,Divergence difference,ddiff,8,
200156,Height difference,ghdiff,4,
200157,Relative humidity difference,rdiff,29,
200158,Tendency of surface pressure difference,tspdiff,26,
200159,Boundary layer height difference,blhdiff,4,
200160,Standard deviation of orography difference,sdordiff,4,
200161,Anisotropy of sub-gridscale orography difference,isordiff,7,
200162,Angle of sub-gridscale orography difference,anordiff,30,
200163,Slope of sub-gridscale orography difference,slordiff,7,
200164,Total cloud cover difference,tccdiff,3,
200165,10 metre U wind component difference,10udiff,5,
200166,10 metre V wind component difference,10vdiff,5,
200167,2 metre temperature difference,2tdiff,2,
200168,2 metre dewpoint temperature difference,2ddiff,2,
200169,Surface solar radiation downwards difference,ssrddiff,6,
200170,Soil temperature level 2 difference,stl2diff,2,
200171,Soil wetness level 2 difference,swl2diff,22,
200172,Land-sea mask difference,lsmdiff,3,
200173,Surface roughness difference,srdiff,4,
200174,Albedo difference,aldiff,3,
200175,Surface thermal radiation downwards difference,strddiff,6,
200176,Surface net solar radiation difference,ssrdiff,6,
200177,Surface net thermal radiation difference,strdiff,6,
200178,Top net solar radiation difference,tsrdiff,6,
200179,Top net thermal radiation difference,ttrdiff,6,
200180,East-West surface stress difference,ewssdiff,14,
200181,North-South surface stress difference,nsssdiff,14,
200182,Evaporation difference,ediff,22,
200183,Soil temperature level 3 difference,stl3diff,2,
200184,Soil wetness level 3 difference,swl3diff,22,
200185,Convective cloud cover difference,cccdiff,3,
200186,Low cloud cover difference,lccdiff,3,
200187,Medium cloud cover difference,mccdiff,3,
200188,High cloud cover difference,hccdiff,3,
200189,Sunshine duration difference,sunddiff,12,
200190,East-West component of sub-gridscale orographic variance difference,ewovdiff,31,
200191,North-South component of sub-gridscale orographic variance difference,nsovdiff,31,
200192,North-West/South-East component of sub-gridscale orographic variance difference,nwovdiff,31,
200193,North-East/South-West component of sub-gridscale orographic variance difference,neovdiff,31,
200194,Brightness temperature difference,btmpdiff,2,
200195,Longitudinal component of gravity wave stress difference,lgwsdiff,14,
200196,Meridional component of gravity wave stress difference,mgwsdiff,14,
200197,Gravity wave dissipation difference,gwddiff,6,
200198,Skin reservoir content difference,srcdiff,22,
200199,Vegetation fraction difference,vegdiff,3,
200200,Variance of sub-gridscale orography difference,vsodiff,31,
200201,Maximum temperature at 2 metres since previous post-processing difference,mx2tdiff,2,
200202,Minimum temperature at 2 metres since previous post-processing difference,mn2tdiff,2,
200203,Ozone mass mixing ratio difference,o3diff,21,
200204,Precipitation analysis weights difference,pawdiff,7,
200205,Runoff difference,rodiff,4,
200206,Total column ozone difference,tco3diff,22,
200207,10 metre wind speed difference,10sidiff,5,
200208,"Top net solar radiation, clear sky difference",tsrcdiff,6,
200209,"Top net thermal radiation, clear sky difference",ttrcdiff,6,
200210,"Surface net solar radiation, clear sky difference",ssrcdiff,6,
200211,"Surface net thermal radiation, clear sky difference",strcdiff,6,
200212,TOA incident solar radiation difference,tisrdiff,6,
200214,Diabatic heating by radiation difference,dhrdiff,2,
200215,Diabatic heating by vertical diffusion difference,dhvddiff,2,
200216,Diabatic heating by cumulus convection difference,dhccdiff,2,
200217,Diabatic heating large-scale condensation difference,dhlcdiff,2,
200218,Vertical diffusion of zonal wind difference,vdzwdiff,5,
200219,Vertical diffusion of meridional wind difference,vdmwdiff,5,
200220,East-West gravity wave drag tendency difference,ewgddiff,5,
200221,North-South gravity wave drag tendency difference,nsgddiff,5,
200222,Convective tendency of zonal wind difference,ctzwdiff,5,
200223,Convective tendency of meridional wind difference,ctmwdiff,5,
200224,Vertical diffusion of humidity difference,vdhdiff,21,
200225,Humidity tendency by cumulus convection difference,htccdiff,21,
200226,Humidity tendency by large-scale condensation difference,htlcdiff,21,
200227,Change from removal of negative humidity difference,crnhdiff,21,
200228,Total precipitation difference,tpdiff,4,
200229,Instantaneous X surface stress difference,iewsdiff,32,
200230,Instantaneous Y surface stress difference,inssdiff,32,
200231,Instantaneous surface heat flux difference,ishfdiff,6,
200232,Instantaneous moisture flux difference,iediff,36,
200233,Apparent surface humidity difference,asqdiff,21,
200234,Logarithm of surface roughness length for heat difference,lsrhdiff,7,
200235,Skin temperature difference,sktdiff,2,
200236,Soil temperature level 4 difference,stl4diff,2,
200237,Soil wetness level 4 difference,swl4diff,4,
200238,Temperature of snow layer difference,tsndiff,2,
200239,Convective snowfall difference,csfdiff,27,
200240,Large scale snowfall difference,lsfdiff,27,
200241,Accumulated cloud fraction tendency difference,acfdiff,34,
200242,Accumulated liquid water tendency difference,alwdiff,34,
200243,Forecast albedo difference,faldiff,3,
200244,Forecast surface roughness difference,fsrdiff,4,
200245,Forecast logarithm of surface roughness for heat difference,flsrdiff,7,
200246,Specific cloud liquid water content difference,clwcdiff,21,
200247,Specific cloud ice water content difference,ciwcdiff,21,
200248,Cloud cover difference,ccdiff,3,
200249,Accumulated ice water tendency difference,aiwdiff,34,
200250,Ice age difference,icediff,3,
200251,Adiabatic tendency of temperature difference,attediff,2,
200252,Adiabatic tendency of humidity difference,athediff,21,
200253,Adiabatic tendency of zonal wind difference,atzediff,5,
200254,Adiabatic tendency of meridional wind difference,atmwdiff,5,
200255,Indicates a missing value,~,7,
201001,downward shortwave radiant flux density,~,6,
201002,upward shortwave radiant flux density,~,6,
201003,downward longwave radiant flux density,~,6,
201004,upward longwave radiant flux density,~,6,
201005,downwd photosynthetic active radiant flux density,apab_s,6,
201006,net shortwave flux,~,6,
201007,net longwave flux,~,6,
201008,total net radiative flux density,~,6,
201009,"downw shortw radiant flux density, cloudfree part",~,6,
201010,"upw shortw radiant flux density, cloudy part",~,6,
201011,"downw longw radiant flux density, cloudfree part",~,6,
201012,"upw longw radiant flux density, cloudy part",~,6,
201013,shortwave radiative heating rate,sohr_rad,37,
201014,longwave radiative heating rate,thhr_rad,37,
201015,total radiative heating rate,~,6,
201016,"soil heat flux, surface",~,6,
201017,"soil heat flux, bottom of layer",~,6,
201029,fractional cloud cover,clc,3,
201030,"cloud cover, grid scale",~,3,
201031,specific cloud water content,qc,21,
201032,"cloud water content, grid scale, vert integrated",~,22,
201033,"specific cloud ice content, grid scale",qi,21,
201034,"cloud ice content, grid scale, vert integrated",~,22,
201035,"specific rainwater content, grid scale",~,21,
201036,"specific snow content, grid scale",~,21,
201037,"specific rainwater content, gs, vert. integrated",~,22,
201038,"specific snow content, gs, vert. integrated",~,22,
201041,total column water,twater,22,
201042,vert. integral of divergence of tot. water content,~,22,
201050,cloud covers CH_CM_CL (000...888),ch_cm_cl,3,
201051,cloud cover CH (0..8),~,3,
201052,cloud cover CM (0..8),~,3,
201053,cloud cover CL (0..8),~,3,
201054,total cloud cover (0..8),~,3,
201055,fog (0..8),~,3,
201056,fog,~,3,
201060,"cloud cover, convective cirrus",~,3,
201061,"specific cloud water content, convective clouds",~,21,
201062,"cloud water content, conv clouds, vert integrated",~,22,
201063,"specific cloud ice content, convective clouds",~,21,
201064,"cloud ice content, conv clouds, vert integrated",~,22,
201065,convective mass flux,~,85,
201066,"Updraft velocity, convection",~,5,
201067,"entrainment parameter, convection",~,86,
201068,"cloud base, convective clouds (above msl)",hbas_con,4,
201069,"cloud top, convective clouds (above msl)",htop_con,4,
201070,convective layers (00...77)  (BKE),~,3,
201071,KO-index,~,23,
201072,convection base index,bas_con,23,
201073,convection top index,top_con,23,
201074,convective temperature tendency,dt_con,37,
201075,convective tendency of specific humidity,dqv_con,8,
201076,convective tendency of total heat,~,88,
201077,convective tendency of total water,~,8,
201078,convective momentum tendency (X-component),du_con,46,
201079,convective momentum tendency (Y-component),dv_con,46,
201080,convective vorticity tendency,~,89,
201081,convective divergence tendency,~,89,
201082,top of dry convection (above msl),htop_dc,4,
201083,dry convection top index,~,23,
201084,height of 0 degree Celsius isotherm above msl,hzerocl,4,
201085,height of snow-fall limit,snowlmt,4,
201099,spec. content of precip. particles,qrs_gsp,21,
201100,"surface precipitation rate, rain, grid scale",prr_gsp,85,
201101,"surface precipitation rate, snow, grid scale",prs_gsp,85,
201102,"surface precipitation amount, rain, grid scale",rain_gsp,22,
201111,"surface precipitation rate, rain, convective",prr_con,85,
201112,"surface precipitation rate, snow, convective",prs_con,85,
201113,"surface precipitation amount, rain, convective",rain_con,22,
201150,coefficient of horizontal diffusion,~,1,
201187,Maximum wind velocity,vmax_10m,5,
201200,water content of interception store,w_i,22,
201203,snow temperature,t_snow,2,
201215,ice surface temperature,t_ice,2,
201241,convective available potential energy,cape_con,17,
201255,Indicates a missing value,~,7,
210001,Sea Salt Aerosol (0.03 - 0.5 um) Mixing Ratio,aermr01,21,
210002,Sea Salt Aerosol (0.5 - 5 um) Mixing Ratio,aermr02,21,
210003,Sea Salt Aerosol (5 - 20 um) Mixing Ratio,aermr03,21,
210004,Dust Aerosol (0.03 - 0.55 um) Mixing Ratio,aermr04,21,
210005,Dust Aerosol (0.55 - 0.9 um) Mixing Ratio,aermr05,21,
210006,Dust Aerosol (0.9 - 20 um) Mixing Ratio,aermr06,21,
